ASB4_S,ASB4_E,ASB4_M,ASB5_S,ASB5_E,ASB5_M,C6_S,C6_E,C6_M,CACNA1S_S,CACNA1S_E,CACNA1S_M,CCDC129_S,CCDC129_E,CCDC129_M,CDH10_S,CDH10_E,CDH10_M,CHRNA4_S,CHRNA4_E,CHRNA4_M,CHRND_S,CHRND_E,CHRND_M,CNTN5_S,CNTN5_E,CNTN5_M,CNTNAP5_S,CNTNAP5_E,CNTNAP5_M,COL11A1_S,COL11A1_E,COL11A1_M,CSMD1_S,CSMD1_E,CSMD1_M,CSMD3_S,CSMD3_E,CSMD3_M,CSRP3_S,CSRP3_E,CSRP3_M,DUSP27_S,DUSP27_E,DUSP27_M,FBN3_S,FBN3_E,FBN3_M,FLG_S,FLG_E,FLG_M,FLG2_S,FLG2_E,FLG2_M,FREM2_S,FREM2_E,FREM2_M,GABRA2_S,GABRA2_E,GABRA2_M,GRIN2B_S,GRIN2B_E,GRIN2B_M,KRT38_S,KRT38_E,KRT38_M,LCT_S,LCT_E,LCT_M,LRP1B_S,LRP1B_E,LRP1B_M,MPPED1_S,MPPED1_E,MPPED1_M,MUC16_S,MUC16_E,MUC16_M,MUC4_S,MUC4_E,MUC4_M,MUC7_S,MUC7_E,MUC7_M,MYBPC1_S,MYBPC1_E,MYBPC1_M,MYH1_S,MYH1_E,MYH1_M,MYH13_S,MYH13_E,MYH13_M,MYH2_S,MYH2_E,MYH2_M,MYH4_S,MYH4_E,MYH4_M,MYH6_S,MYH6_E,MYH6_M,MYH7_S,MYH7_E,MYH7_M,MYH8_S,MYH8_E,MYH8_M,MYL1_S,MYL1_E,MYL1_M,MYOG_S,MYOG_E,MYOG_M,NEB_S,NEB_E,NEB_M,NLRP11_S,NLRP11_E,NLRP11_M,NRAP_S,NRAP_E,NRAP_M,PAK7_S,PAK7_E,PAK7_M,PCLO_S,PCLO_E,PCLO_M,PKHD1_S,PKHD1_E,PKHD1_M,PKHD1L1_S,PKHD1L1_E,PKHD1L1_M,PLD5_S,PLD5_E,PLD5_M,PPP1R3A_S,PPP1R3A_E,PPP1R3A_M,REG1A_S,REG1A_E,REG1A_M,SALL3_S,SALL3_E,SALL3_M,SIX6_S,SIX6_E,SIX6_M,SLC18A3_S,SLC18A3_E,SLC18A3_M,SLC7A14_S,SLC7A14_E,SLC7A14_M,SMYD1_S,SMYD1_E,SMYD1_M,TEX15_S,TEX15_E,TEX15_M,TMEM132D_S,TMEM132D_E,TMEM132D_M,TRDN_S,TRDN_E,TRDN_M,TTN_S,TTN_E,TTN_M,WDR49_S,WDR49_E,WDR49_M,XIRP2_S,XIRP2_E,XIRP2_M,ZIC1_S,ZIC1_E,ZIC1_M,ZIC4_S,ZIC4_E,ZIC4_M,ZNF280A_S,ZNF280A_E,ZNF280A_M,ZNF536_S,ZNF536_E,ZNF536_M,Tumor_Status
0,-1.37557152325373,0.577310473436,0,6.05062576214428,0.849203574373,0,0.209266193050026,0.236899692686,0,-0.375571523253728,0.538887586174,0,0,0.431367447807,1,0,0.278627749487,0,-0.375571523253728,0.502816180603,0,0,0.38028117831,0,1.94628170227837,0.447845773456,0,0,0.442631462883,0,10.8755464845605,0.209734722201,0,0.946281702278372,0.598692114313,1,-1.37557152325373,0.377134133544,0,7.03798834288076,0.620670568856,0,1.94628170227837,0.521430565812,0,2.71182525700246,0.373617235728,0,5.42642243600786,0.673743190438,0,0,0.520079195222,0,1.62438168385455,0.39444884541,0,0.209266193050026,0.299796981906,0,0,0.445201896458,0,0,0.459755639255,0,3.57855233297902,0.750452173283,1,0.209266193050026,0.357119339138,0,0.624334889445088,0.449984712857,0,4.11621502272981,0.659298594829,0,2.32481060342048,0.535641161506,0,-1.37557152325373,0.523974112,0,4.69045062020199,0.381004592801,0,2.71182525700246,0.648229540016,0,0.209266193050026,0.35627027564,0,5.06730312735459,0.500530558722,1,0.209266193050026,0.474781030032,0,0.209266193050026,0.455152018554,0,4.64672717973858,0.487793820961,0,2.71182525700246,0.600384699742,0,7.81911697790127,0.54226225182,0,5.03374894771599,0.651828197771,0,5.36582549190614,0.626444690169,0,2.20932858660786,0.468038351011,0,2.32481060342048,0.523058765421,0,0.209266193050026,0.220083696564,1,3.08379203249389,0.442622357546,0,2.87229688312701,0.412293646315,0,2.53124420299953,0.369086189713,0,-0.375571523253728,0.478400047811,0,0,0.678348438618,0,2.79429108732902,0.540372512677,0,0.209266193050026,0.607025688158,0,0,0.440899959711,0,0,0.387641268447,0,0,0.414191212885,0,1.43172992108945,0.657184323149,0,-1.37557152325373,0.616959187253,0,0,0.527901209465,0,4.48233847516673,0.430540220737,0,6.69608982260598,0.688900319182,0,1.20932858660786,0.560788652071,0,4.2093207875607,0.47421452882,0,5.45724953243559,0.587144629981,0,0,0.452558256875,0,1.79427028977623,0.345698299158,0,0,0.542847342697,1
0,-0.93043530490664,0.671751672645,0,-0.93043530490664,0.938723494119,1,0,0.555421509334,0,0,0.73435246961,0,0,0.45377269908,0,0,0.441317514041,0,-0.93043530490664,0.489241530704,0,0,0.646049107847,0,1.06963343249914,0.317583730494,1,0,0.445165705513,1,5.35504446361246,0.428158414189,1,1.39154778016734,0.600868293906,0,0.654618844961126,0.430902464378,0,0,0.827866941303,0,0,0.777479148249,0,1.06963343249914,0.621491882925,0,7.61981060669668,0.753324294918,0,4.11403380055027,0.706516950489,0,-0.93043530490664,0.364625981654,0,5.51258403892706,0.078995201206,0,0,0.51094957105,0,0,0.926917581648,1,0,0.851528157144,1,0,0.517768927727,0,0,0.779042123653,1,3.23956607122882,0.799656835983,0,6.3270298109809,0.766771256389,0,0,0.594651147762,0,-0.93043530490664,0.533345321977,0,-0.93043530490664,0.48668822907,0,0,0.548078916185,0,0.654618844961126,0.614295170929,0,0,0.414420546329,0,0,0.59068727511,0,-0.93043530490664,0.634307434152,0,0,0.835263125416,0,-0.93043530490664,0.425505943853,0,0,0.862013011051,0,4.92762153820591,0.78343586075,1,0.0697021666300674,0.54558560041,0,0,0.685444930064,0,0,0.247574032871,0,5.17816486245434,0.396557683965,1,-0.93043530490664,0.731902619831,1,-0.93043530490664,0.420528523347,1,0.0697021666300674,0.375560425962,0,0,0.740922532101,0,0,0.547948474201,0,1.65461884496113,0.406322835353,0,0,0.339093765078,0,5.57743487072484,0.370756025036,0,0,0.507492104018,0,0,0.893492181004,0,3.52907129982911,0.732066339196,0,0,0.482653287843,0,-0.93043530490664,0.485006096411,1,6.20427377171049,0.762772922973,0,0,0.540249851819,0,-0.93043530490664,0.754557643922,0,6.85100064445176,0.62329412211,0,3.52907129982911,0.681444491109,0,1.65461884496113,0.432524829133,0,0,0.603279826368,1
0,1.26675656230466,0.690167940867,0,4.40423555781742,0.923537228666,0,0,0.447449579633,0,3.94480223581483,0.671335771132,0,-1.05529145237337,0.666094441283,0,-1.05529145237337,0.388539682804,0,6.24858416987938,0.511714012678,0,3.26672658329148,0.604159461639,0,0.529770982198887,0.366733445018,0,0,0.428714532521,0,8.15669239458346,0.247965919532,0,3.03225956616369,0.536038683954,1,0,0.379838095624,0,5.75215983458842,0.805394047233,0,3.33712590425649,0.656956051901,0,6.23942477486738,0.556413545386,1,6.29821656920018,0.709284522808,0,-1.05529145237337,0.674648348213,0,1.94482097272241,0.370233327485,0,0,0.405043569259,0,0,0.533028469657,0,0,0.805587833391,0,0.944783498663914,0.826165592951,0,2.94480223581483,0.401209692841,0,0,0.663452523435,0,8.75698156300955,0.715270624085,0,13.1634432564924,0.704450301019,0,2.7521491276947,0.581587661569,0,5.69969320779436,0.511448973126,0,6.49939308079208,0.476589202518,0,0.529770982198887,0.518291657964,0,4.40423555781742,0.504804943189,0,0,0.347099534066,0,0.944783498663914,0.532576349919,0,5.65905114398703,0.572785269604,0,1.7521491276947,0.675117753634,0,6.33712233530958,0.466546677746,0,5.0945527860391,0.843290115949,0,7.60658213789221,0.759497477495,0,0,0.522958124594,0,6.61333421177788,0.690707946923,0,0.944783498663914,0.27662362282,0,6.60301650129106,0.428033590323,0,-0.055141554192461,0.515127230635,0,2.26672658329148,0.445526660629,0,0.529770982198887,0.381476242974,0,1.52977098219889,0.410818031314,0,0,0.544699139239,0,6.98919805853858,0.440397012515,0,0,0.580916767356,0,6.72616365270478,0.300283568945,0,0,0.489974426367,0,3.58866067403132,0.87499779843,0,6.51466040815803,0.777025765582,1,0,0.525219931743,0,4.87553926621327,0.374384488435,1,7.69618095614414,0.824025480352,0,-0.055141554192461,0.308475070796,0,4.3710709122154,0.623423548631,0,7.78715490604739,0.761709327227,0,2.64524051264527,0.61594510007,0,4.19273073541752,0.449218691927,0,-1.05529145237337,0.639033359815,1
0,0,0.610560972716,0,0,0.653142005017,0,0,0.766752862576,0,2.2190910582462,0.659129417195,0,-0.365871442474959,0.610886500201,1,0,0.247138191633,0,0,0.517441852115,1,0,0.534435691068,0,3.09356017616234,0.321367782964,0,4.57271992960741,0.496849933014,1,11.8656420751077,0.676812871746,0,7.70915413575594,0.68389088912,1,0,0.3006842838,0,0,0.865892387162,0,4.2586093729757,0.83505586609,0,0.371056968350199,0.393847285962,1,6.83614632107683,0.736192449655,0,2.50858077404133,0.554735133996,0,3.33455397449453,0.285861798071,0,0.0492125346325603,0.180584606261,0,1.63412855752504,0.632179492806,0,-0.365871442474959,0.906267889026,0,2.74959862437689,0.872269251387,1,7.34836610741304,0.487878932004,0,11.6400962297276,0.651452181375,1,1.85650769920684,0.547898808759,1,10.7133834216031,0.710316996173,0,0,0.566842037545,0,4.23898552213219,0.531348905928,0,0.0492125346325603,0.536952910528,1,0.0492125346325603,0.354979570437,0,-0.365871442474959,0.502412501001,0,-0.365871442474959,0.22834033986,1,1.3711127430024,0.521966724881,0,0.371056968350199,0.668062440853,0,-0.950926903345694,0.479109233864,0,0,0.28641314054,0,0,0.785664154832,0,8.75910388945065,0.855365421419,0,1.50858077404133,0.494115671941,0,0,0.576655580138,0,8.43394215894352,0.182247250096,0,8.94473372692505,0.424155820996,1,5.57271992960741,0.636158127103,1,3.88204628597179,0.49775985825,0,-1.95064804086471,0.25390736323,0,0,0.432208132042,1,2.69300737335719,0.383842837747,0,5.58054048270756,0.669161531336,0,0,0.59044490991,0,-0.950926903345694,0.492629239937,0,0,0.520921918651,0,0,0.704930472499,0,-1.95064804086471,0.161068505348,1,-1.95064804086471,0.52755969731,0,3.17844376190166,0.665600248045,1,8.53799254916696,0.711924273639,0,4.7356575589924,0.689476473616,0,-1.95064804086471,0.506417402414,1,4.00335037266932,0.699621081083,0,2.13661796187693,0.800289547726,0,3.88204628597179,0.431659495778,0,0.634128557525041,0.462951689075,1
0,0,0.631983062664,0,5.38378031272479,0.875054459017,0,0,0.528832688162,0,2.4530434070837,0.525546143996,0,0,0.417621871732,0,0,0.535611118414,0,0,0.513323231581,0,1.03801469018672,0.521969636382,0,0.45301705961736,0.416072502463,0,0,0.494981852526,0,9.41666243352311,0.345683134398,0,0,0.58745398336,0,-1.54708833506004,0.448260792611,0,6.5191329907836,0.558313014977,0,3.31102349368596,0.566232725372,0,-0.546877553404187,0.483345384433,1,5.05221154425583,0.572357018868,0,2.26038703742894,0.365869681575,0,1.77496623251629,0.355579415311,0,0,0.395472878769,0,0,0.475986593409,0,-1.54708833506004,0.785892601618,0,0.0380146901867159,0.735814804819,0,0,0.386600233942,0,0,0.559159368305,0,6.78843384334799,0.739270957181,0,0.775008387615595,0.578231592249,0,0,0.606141967125,0,6.06775271350033,0.353771964695,0,5.99220193488821,0.618267468263,0,0,0.490738800714,0,8.8772101944664,0.514352492583,0,1.26038703742894,0.439826345926,0,3.81059733954629,0.483030262559,0,7.95288973086119,0.512746219017,0,4.47540919340106,0.605832064291,0,7.25717472297869,0.571723424854,0,5.08240029329688,0.637043425786,0,7.58232717680635,0.674715711728,0,0,0.535216659056,0,6.71513833827546,0.560582756679,0,0,0.229253323358,1,4.96084065304963,0.317082625639,0,5.70097230722272,0.531666337698,0,0,0.388384677262,0,0,0.343238065199,0,0.775008387615595,0.490968771861,0,0,0.596973218516,0,7.71513833827546,0.48087085745,0,0,0.481137584771,0,0,0.401416350975,0,-0.546877553404187,0.462853217361,0,3.97660192654196,0.7289494781,0,-1.54708833506004,0.402251593018,0,0,0.567762309657,0,3.87930387269616,0.45888218276,0,8.44275070906196,0.675892059061,0,0,0.455801969465,0,7.84750653233212,0.532554325287,0,0,0.555315282577,0,-1.54708833506004,0.491589652778,0,0,0.591325750171,0,-0.546877553404187,0.611069965587,1
0,-1.90616942836486,0.751493237802,0,-1.90616942836486,0.909965158177,0,1.09410091643887,0.681480605826,0,-0.32102669214583,0.658828144708,0,-0.905899083561133,0.6782469829,0,0,0.605931318405,0,0,0.577352694714,0,0,0.667959163122,0,0,0.499549262285,0,0,0.560268393001,0,7.66012571130963,0.406257742747,0,-1.90616942836486,0.676297189761,1,3.5859239769586,0.479480998825,0,0,0.750161460626,0,-0.905899083561133,0.671045317432,0,0,0.546766023175,0,4.85322720246065,0.820974733253,0,2.95205394721174,0.773771612167,0,-0.905899083561133,0.466486028794,0,0,0.388983825513,0,0,0.583731162087,0,-1.90616942836486,0.897164612647,0,-1.90616942836486,0.832402492572,0,0.0941009164388665,0.535579525599,0,-0.905899083561133,0.718594606886,1,6.29864182124339,0.771958684229,0,4.55350181662691,0.678759778535,0,0,0.68647125299,0,0,0.485045233117,0,0,0.721067803772,0,0.0941009164388665,0.551068604475,0,-1.90616942836486,0.668999142071,0,0,0.687984340018,0,0,0.579105312515,0,0,0.662430111747,0,0,0.857803860147,0,0,0.649807664519,0,0,0.838813764501,0,2.8489583827924,0.776450869346,0,-1.90616942836486,0.664385238595,0,0,0.682197519669,0,0,0.354616328903,0,-0.32102669214583,0.526890068056,0,1.09410091643887,0.642710888955,0,1.09410091643887,0.591279796338,0,0,0.514831864599,0,0,0.886895348143,0,0,0.695861262701,0,0,0.623301037802,0,0,0.44935868133,0,0,0.475867890617,0,0,0.523110650732,0,0,0.870363989627,0,0.679063417160023,0.624671575004,0,-1.90616942836486,0.661342725042,0,0,0.637608518056,0,6.53140797466802,0.806968483944,0,-1.90616942836486,0.585540625149,0,0,0.599619230098,0,0,0.538889079577,0,0,0.494263229108,0,0,0.610279736621,0,0,0.645834454345,0
0,0,0.709556889514,0,-0.139712537489259,0.884430349523,0,-0.724754510215332,0.458298569426,0,-0.724754510215332,0.575032671328,0,0,0.505219169671,0,-0.724754510215332,0.32245553148,0,0,0.472466208859,0,0,0.55116812967,0,-0.724754510215332,0.342274087475,0,0,0.482183807922,0,6.84899717892911,0.308832447394,1,8.3548347174312,0.395289671776,0,-1.72451610733271,0.302711201596,0,0,0.667799523917,0,1.97577690600442,0.627789324489,0,0.275364696150436,0.532646924051,1,5.56997101931784,0.540990690798,0,1.4452499632319,0.732796548864,1,0.860287462510741,0.309005484584,0,0,0.202070064155,0,-1.72451610733271,0.377922354535,0,0,0.603107362909,0,2.18224734497433,0.838796500722,0,2.362806501699,0.508959033993,0,-1.72451610733271,0.513609124536,0,3.362806501699,0.504529372188,0,8.94246113636484,0.623636034131,0,0,0.622363262904,0,-1.72451610733271,0.517928612423,0,0,0.549856339113,1,0,0.426960009737,0,-1.72451610733271,0.502526662225,0,0,0.471639025509,0,0,0.472939988333,1,-0.139712537489259,0.498332333115,0,0,0.694751438573,0,0,0.615596523585,0,-0.724754510215332,0.785729361402,0,3.48480839676531,0.813936050047,0,-0.724754510215332,0.469115883881,0,0,0.611555709111,0,-0.724754510215332,0.244906218816,0,6.70997845417551,0.396232710351,0,0.59731663112903,0.452644783557,0,1.08270258933025,0.43402381063,0,0,0.351918510016,0,0,0.693621653595,0,0,0.520017551181,0,-1.72451610733271,0.449107151656,0,0,0.250753592145,0,0,0.218050680255,0,0,0.389929728466,0,0,0.881511251121,0,0.275364696150436,0.519257019816,0,0,0.392969567915,0,4.15798956212702,0.672618226168,1,4.8899115413325,0.808849436494,0,-0.724754510215332,0.492628879478,0,0,0.613845481612,0,1.59726895055261,0.552442211234,0,0,0.445245465213,0,7.25834366506065,0.506708572778,0,-1.72451610733271,0.433460333715,0
0,2.72023468019741,0.713836319395,0,0,0.844785343541,0,1.23480785302717,0.633532291196,0,-1.0871202418602,0.624824290386,0,0,0.625718767416,0,0,0.575452918054,0,0,0.511618979691,0,0,0.455030383005,0,-0.0871202418601956,0.44215798837,0,0,0.600982624477,0,5.06262256073799,0.445378275194,0,7.73624361518094,0.713039920701,0,0,0.557299038619,0,0,0.803392622873,0,-1.0871202418602,0.646763344759,0,0.49784225886096,0.504331600006,0,3.19235200074555,0.662039610873,0,0.49784225886096,0.483225458238,0,0.49784225886096,0.558740423045,0,0,0.486472056322,0,-0.0871202418601956,0.618980655689,0,4.08280475958212,0.907933918052,0,0.912879758139804,0.842178120557,0,1.9128797581398,0.479411987815,0,0,0.617291710744,0,9.60897478834581,0.901041607385,1,11.0079439772303,0.696692607667,0,0,0.671536463902,0,14.0521082288651,0.681752924535,0,0,0.775103854937,0,0,0.604709081396,0,0,0.613001228713,0,0,0.448398310898,0,0,0.495343154173,0,0,0.599527923752,0,0,0.720813172733,0,0,0.616442776195,0,0,0.726213557918,0,3.81977035374832,0.82655549961,0,0,0.636263248042,0,0,0.619479263659,0,4.3391445128419,0.531424365946,0,9.2257595809532,0.466107073847,0,1.72023468019741,0.629081708658,0,5.14169436196453,0.551397930678,0,7.1982790298846,0.464007554898,0,0,0.845430027901,0,0,0.772660291531,0,6.47511893897202,0.680639458633,0,-1.0871202418602,0.638004968818,0,-1.0871202418602,0.491467960125,0,0,0.501553495309,0,0,0.808635705097,0,0,0.414487456638,0,0,0.692289215464,0,0,0.860034488801,1,8.64159660344789,0.851656762976,0,6.082802631109,0.53527081289,0,0.912879758139804,0.705718699675,0,0,0.746454567955,0,0,0.654707589023,0,0,0.470097115698,0,1.23480785302717,0.641081238862,1
0,0,0.502649516493,0,0,0.784573366909,0,-1.62994734428409,0.285867006193,0,0,0.425635191783,0,2.89361461177293,0.404632335557,0,0,0.357990747382,0,0,0.425087067367,0,0,0.399744419055,0,4.55988333124832,0.327930642538,0,2.07049237385701,0.4125175851,0,4.34733966676304,0.329095767343,0,4.27695069324809,0.598797776233,0,0,0.311625636777,0,-1.62994734428409,0.572410619978,0,0,0.468139175959,0,3.22804904788446,0.386106957738,0,6.81316935880206,0.620058091509,0,-1.62994734428409,0.488493578966,0,2.17740757777352,0.295442051468,0,-1.62994734428409,0.206226590665,0,-1.62994734428409,0.385888718616,0,-1.62994734428409,0.578454052337,0,4.72761010564776,0.762925709347,0,4.70990817114027,0.42208025959,0,5.84579361222287,0.628297332016,1,10.1287002823367,0.606343333534,0,11.3356645188641,0.698789784431,0,4.15142048770084,0.364302968215,0,0,0.37966571066,0,0,0.475874732266,0,0,0.412276034542,0,0,0.432789370863,0,0,0.368514780372,0,0,0.457042184086,0,2.6179801691595,0.454639514578,0,0,0.544223610568,0,0,0.460912391708,0,0,0.558589916665,0,1.69198075060328,0.6595317859,0,0,0.52470268608,0,-0.629947344284086,0.55375056368,0,2.37005265571591,0.223678883353,1,10.1165749039312,0.422545787931,0,-1.62994734428409,0.283510876097,0,1.17740757777352,0.351269299549,0,0,0.258307632104,0,0,0.389697790754,0,0,0.418344118264,1,6.33006176072313,0.588531364559,0,-1.62994734428409,0.55596467263,0,1.82948427435321,0.263209034206,0,0,0.372807056702,0,0,0.606106806515,0,8.31550464348893,0.816508719982,0,0,0.462183114156,0,0,0.55488002363,1,5.85958696472149,0.669102541523,0,4.65546059913823,0.756139208336,0,0,0.414659613549,0,7.97923939797397,0.683433302937,0,3.27695813513336,0.48545652301,0,3.27695813513336,0.408346810242,0,0.955015156437071,0.475960441212,0
0,0,0.714608413721,0,0,0.914341310188,0,0,0.626607014683,0,0,0.615114712814,0,0,0.681513816749,0,0,0.535811604142,0,0,0.603028477596,0,0,0.601300305473,1,0,0.492236871001,0,0,0.517213468404,0,1.89188575130039,0.323663648891,0,0,0.62702860594,0,4.45482074956536,0.405116582364,0,0,0.714964454242,0,0.017351841787775,0.639257495236,0,-1.56746812126188,0.564589983967,0,6.29583504208198,0.764002879975,0,2.60238561310501,0.66360643025,0,-0.567468121261884,0.452098549566,0,0.754374452712511,0.306975459129,0,0,0.556101268776,0,-0.567468121261884,0.782236934381,0,-1.56746812126188,0.827781727837,1,0,0.498053567187,0,-1.56746812126188,0.715369705233,0,9.55657579282633,0.788677737658,0,11.6272113851135,0.675634441304,0,-1.56746812126188,0.652972950962,0,0,0.451987024289,0,0,0.746156918465,0,1.01742311238386,0.640617489672,0,0,0.666061211574,0,-0.567468121261884,0.590408527474,0,0,0.579388868119,0,2.13290581201151,0.653475464651,0,0,0.810439268252,0,0,0.615882386834,0,0,0.745980304484,0,2.13290581201151,0.774752678272,0,-0.567468121261884,0.603093020561,0,-0.567468121261884,0.678296249127,0,0,0.33793837322,0,4.36319210750592,0.473414048726,0,0.432424976804764,0.624402315286,0,2.82476785314329,0.542628100604,0,0,0.49788684715,0,0,0.715428002226,0,0,0.705367843498,0,0,0.554158986484,0,0,0.39463256275,0,-1.56746812126188,0.337727829575,0,0,0.486275880689,0,0,0.862459803043,0,-1.56746812126188,0.455190167407,0,0,0.635426402917,0,0,0.632617481699,0,6.15948993061448,0.806189054098,0,1.23982571494662,0.590752558918,0,0,0.636139144225,0,0,0.463518352045,1,0,0.380639002316,0,0,0.682647473156,0,-0.567468121261884,0.667396782371,0
